"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 20 03:54:34 CET 2024","Sat Jan 20 03:54:34 CET 2024","228","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:29 CET 2024","Sat Jan 20 03:54:29 CET 2024","135","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:32 CET 2024","Sat Jan 20 03:54:33 CET 2024","135","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:39 CET 2024","Sat Jan 20 03:54:39 CET 2024","148","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:38 CET 2024","Sat Jan 20 03:54:39 CET 2024","138","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:34 CET 2024","Sat Jan 20 03:54:34 CET 2024","136","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:35 CET 2024","Sat Jan 20 03:54:35 CET 2024","219","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:31 CET 2024","Sat Jan 20 03:54:31 CET 2024","143","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:30 CET 2024","Sat Jan 20 03:54:30 CET 2024","129","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:30 CET 2024","Sat Jan 20 03:54:30 CET 2024","136","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:36 CET 2024","Sat Jan 20 03:54:36 CET 2024","174","tests","test_id","TestRMAid","","","Test negative Info","Test get_character_by_id function with invalid character IDs."
"passed","Sat Jan 20 03:54:29 CET 2024","Sat Jan 20 03:54:29 CET 2024","140","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:39 CET 2024","Sat Jan 20 03:54:39 CET 2024","183","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:31 CET 2024","Sat Jan 20 03:54:31 CET 2024","140","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:31 CET 2024","Sat Jan 20 03:54:32 CET 2024","428","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:37 CET 2024","Sat Jan 20 03:54:37 CET 2024","192","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:35 CET 2024","Sat Jan 20 03:54:35 CET 2024","132","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:35 CET 2024","Sat Jan 20 03:54:35 CET 2024","135","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:39 CET 2024","Sat Jan 20 03:54:39 CET 2024","131","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:30 CET 2024","Sat Jan 20 03:54:31 CET 2024","144","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:31 CET 2024","Sat Jan 20 03:54:31 CET 2024","144","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:29 CET 2024","Sat Jan 20 03:54:29 CET 2024","139","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:38 CET 2024","Sat Jan 20 03:54:38 CET 2024","179","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:32 CET 2024","Sat Jan 20 03:54:32 CET 2024","140","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:30 CET 2024","Sat Jan 20 03:54:30 CET 2024","136","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:38 CET 2024","Sat Jan 20 03:54:38 CET 2024","136","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:37 CET 2024","Sat Jan 20 03:54:37 CET 2024","139","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:37 CET 2024","Sat Jan 20 03:54:37 CET 2024","141","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:36 CET 2024","Sat Jan 20 03:54:36 CET 2024","137","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:33 CET 2024","Sat Jan 20 03:54:33 CET 2024","135","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:38 CET 2024","Sat Jan 20 03:54:38 CET 2024","133","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:36 CET 2024","Sat Jan 20 03:54:36 CET 2024","177","tests","test_id","TestRMAid","","","Test negative Info","Test get_character_by_id function with invalid character IDs."
"passed","Sat Jan 20 03:54:34 CET 2024","Sat Jan 20 03:54:34 CET 2024","149","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:33 CET 2024","Sat Jan 20 03:54:33 CET 2024","136","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:31 CET 2024","Sat Jan 20 03:54:31 CET 2024","136","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:31 CET 2024","Sat Jan 20 03:54:31 CET 2024","154","tests","test_episode","TestRMEpisode","","","Test Episode Info",""
"passed","Sat Jan 20 03:54:39 CET 2024","Sat Jan 20 03:54:39 CET 2024","188","tests","test_location","TestRMALocation","","","Test location Info",""
"passed","Sat Jan 20 03:54:35 CET 2024","Sat Jan 20 03:54:35 CET 2024","139","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:32 CET 2024","Sat Jan 20 03:54:32 CET 2024","158","tests","test_id","TestRMAid","","","Test ID Info",""
"passed","Sat Jan 20 03:54:37 CET 2024","Sat Jan 20 03:54:37 CET 2024","154","tests","test_location","TestRMALocation","","","Test location Info",""
