"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","223","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Close Rick-counters of the Rick Kind]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","196","tests","Positive ID tests","TestRMAid","","","test_id_info[AlbertEinstein]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:06 CET 2024","236","tests","Positive location tests","TestRMALocation","","","test_location_info[Worldender's lair]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","244","tests","Positive location tests","TestRMALocation","","","test_location_info[Immortality Field Resort]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","358","tests","Positive location tests","TestRMALocation","","","test_location_info[Purge Planet]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:09 CET 2024","205","tests","Positive ID tests","TestRMAid","","","test_id_info[Annie]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:06 CET 2024","191","tests","Positive ID tests","TestRMAid","","","test_id_info[BethSmith]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:09 CET 2024","222","tests","Positive location tests","TestRMALocation","","","test_location_info[Giant's Town]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:05 CET 2024","Mon Jan 22 02:32:06 CET 2024","330","tests","Positive ID tests","TestRMAid","","","test_id_info[MortySmith]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:06 CET 2024","186","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Meeseeks and Destroy]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","168","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Mortynight Run]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:05 CET 2024","Mon Jan 22 02:32:05 CET 2024","181","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Lawnmower Dog]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","193","tests","Positive location tests","TestRMALocation","","","test_location_info[Cronenberg Earth]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:06 CET 2024","221","tests","Positive location tests","TestRMALocation","","","test_location_info[Abadango]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","236","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Something Ricked This Way Comes]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:09 CET 2024","168","tests","Positive ID tests","TestRMAid","","","test_id_info[AntsInMyEyesJohnson]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:09 CET 2024","187","tests","Positive location tests","TestRMALocation","","","test_location_info[St. Gloopy Noops Hospital]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","222","tests","Positive ID tests","TestRMAid","","","test_id_info[AlanRails]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","224","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Auto Erotic Assimilation]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:09 CET 2024","347","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[The Ricks Must Be Crazy]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:06 CET 2024","189","tests","Positive ID tests","TestRMAid","","","test_id_info[AbadangoClusterPrincess]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:10 CET 2024","227","tests","Negative ID tests","TestRMAid","","","test_invalid_character_id[-10-Character not found]","Verifies character information retrieval by ID for negative scenarios."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:08 CET 2024","249","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[A Rickle in Time]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:06 CET 2024","171","tests","Positive ID tests","TestRMAid","","","test_id_info[JerrySmith]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:10 CET 2024","191","tests","Positive location tests","TestRMALocation","","","test_location_info[Gromflom Prime]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","222","tests","Positive ID tests","TestRMAid","","","test_id_info[AlienMorty]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:09 CET 2024","214","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Big Trouble in Little Sanchez]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","196","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Ricksy Business]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:05 CET 2024","Mon Jan 22 02:32:05 CET 2024","257","tests","Positive ID tests","TestRMAid","","","test_id_info[RickSanchez]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:09 CET 2024","188","tests","Positive ID tests","TestRMAid","","","test_id_info[AntennaRick]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","220","tests","Positive ID tests","TestRMAid","","","test_id_info[AmishCyborg]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:08 CET 2024","245","tests","Positive location tests","TestRMALocation","","","test_location_info[Venzenulon 7]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:06 CET 2024","188","tests","Positive location tests","TestRMALocation","","","test_location_info[Anatomy Park]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:07 CET 2024","192","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Rixty Minutes]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:09 CET 2024","216","tests","Positive location tests","TestRMALocation","","","test_location_info[Bird World]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:06 CET 2024","Mon Jan 22 02:32:07 CET 2024","191","tests","Positive location tests","TestRMALocation","","","test_location_info[Interdimensional Cable]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:10 CET 2024","Mon Jan 22 02:32:10 CET 2024","210","tests","Negative ID tests","TestRMAid","","","test_invalid_character_id[-100-Character not found]","Verifies character information retrieval by ID for negative scenarios."
"passed","Mon Jan 22 02:32:10 CET 2024","Mon Jan 22 02:32:10 CET 2024","201","tests","Positive location tests","TestRMALocation","","","test_location_info[Earth (Replacement Dimension)]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","185","tests","Positive ID tests","TestRMAid","","","test_id_info[AgencyDirector]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:07 CET 2024","228","tests","Positive ID tests","TestRMAid","","","test_id_info[Alexander]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:09 CET 2024","179","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Interdimensional Cable 2: Tempting Fate]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:07 CET 2024","Mon Jan 22 02:32:08 CET 2024","165","tests","Positive ID tests","TestRMAid","","","test_id_info[AlienGoogah]","Verifies character information retrieval by ID for positive scenarios."
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","218","tests","Positive location tests","TestRMALocation","","","test_location_info[Bepis 9]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:05 CET 2024","Mon Jan 22 02:32:05 CET 2024","252","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Pilot]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","232","tests","Positive location tests","TestRMALocation","","","test_location_info[Nuptia 4]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:05 CET 2024","Mon Jan 22 02:32:06 CET 2024","247","tests","Positive location tests","TestRMALocation","","","test_location_info[Earth (C-137)]","This tests fetches location information by location names and compares it with the expected data."
"passed","Mon Jan 22 02:32:08 CET 2024","Mon Jan 22 02:32:08 CET 2024","206","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Total Rickall]","Verifies episode information retrieval by episode id"
"passed","Mon Jan 22 02:32:09 CET 2024","Mon Jan 22 02:32:09 CET 2024","220","tests","Positive episode tests","TestRMEpisode","","","test_episode_info[Look Who's Purging Now]","Verifies episode information retrieval by episode id"
